Value,City,Country,Latitude,Longitude
339395,Kōriyama,Japan,37.4,140.4
338650,Cuernavaca,Mexico,18.9,-99.2
338560,Tokorozawa,Japan,35.8,139.5
338429,Ismailia,Egypt,30.6,32.3
338366,Andizhan,Uzbekistan,40.8,72.3
338153,Plovdiv,Bulgaria,42.1,24.7
337848,Neiva,Colombia,2.9,-75.3
337000,Ado Ekiti,Nigeria,7.6,5.2
336310,Jinju,Republic of Korea,35.2,128.1
336262,Amara,Iraq,31.8,47.2
336239,Kupang,Indonesia,-10.2,123.6
336222,Carrefour,Haiti,18.5,-72.4
336000,Abakaliki,Nigeria,6.3,8.1
335693,Kawagoe,Japan,35.9,139.5
334870,Varna,Bulgaria,43.2,27.9
334535,Ponta Grossa,Brazil,-25.1,-50.2
334329,Alicante,Spain,38.3,-0.5
334227,Santa Ana,USA,33.7,-117.9
334002,Blumenau,Brazil,-26.9,-49.1
333311,Diwaniya,Iraq,32,44.9
332863,Tepic,Mexico,21.5,-104.9
332767,Kherson,Ukraine,46.6,32.6
332177,Western Conurbation,Kenya,0.4,34.8
332000,Katsina,Nigeria,13,7.6
331888,Cuenca,Ecuador,-2.9,-79
331779,Blida,Algeria,36.5,2.8
331674,Kut,Iraq,32.5,45.8
331479,Elazığ,Turkey,38.7,39.2
331320,Mandaue,Philippines,10.3,123.9
331254,Ambon,Indonesia,-3.7,128.2
331000,Minna,Nigeria,9.6,6.5
330574,Leicester,United Kingdom,52.6,-1.1
330451,Smolensk,Russia,54.8,32.1
330106,Bilaspur,India,22.1,82.1
330000,Thái Nguyên,Vietnam,21.6,105.9
329868,Chita,Russia,52.1,113.5
329536,Gorgan,Iran,36.8,54.4
329287,Akita,Japan,39.7,140.1
329024,Ōtsu,Japan,35,135.9
329000,Ondo,Nigeria,7.1,4.8
328864,Bielefeld,Germany,52,8.5
328699,Mandaluyong,Philippines,14.6,121
328555,Tieling,China,42.3,123.8
328100,Pavlodar,Kazakhstan,52.3,77
328000,Al Ain,United Arab Emirates,24.1,55.8
328000,Gboko,Nigeria,7.3,9
327917,Fayyum,Egypt,29.3,30.8
327460,Volzhsky,Russia,48.8,44.7
327448,Vladikavkaz (Osetinskaya ASSR),Russia,43,44.7
326729,Kurgan,Russia,55.5,65.4
326473,Saransk,Russia,54.2,45.2
326336,Angeles,Philippines,15.1,120.6
326017,Petrolina,Brazil,-9.4,-40.6
325548,Bafoussam,Cameroon,5.5,10.4
325020,Batman,Turkey,37.9,41.1
323674,Brest,Belarus,52.1,23.7
322821,Iligan,Philippines,8.2,124.2
322271,Ixtapaluca,Mexico,19.4,-99.1
322030,Ganja,Azerbaijan,40.7,46.4
322000,Lokoja,Nigeria,7.8,6.7
322000,Oyo,Nigeria,7.8,3.9
321957,Sumgayit,Azerbaijan,40.6,49.6
321885,Shahjahanpur,India,27.9,79.9
321616,Katowice,Poland,50.3,19
321146,Wonju,Republic of Korea,37.3,127.9
321062,Surgut,Russia,61.3,73.4
320475,Bari,Italy,41.1,16.9
320183,Long Xuyên,Vietnam,10.4,105.4
319769,Paulista,Brazil,-8,-34.9
319554,Kaechon,Democratic People's Republic of Korea,39.7,125.9
319310,Ribeirão das Neves,Brazil,-19.8,-44
318813,Uberaba,Brazil,-19.8,-47.9
318676,Baguio,Philippines,16.4,120.6
318642,Orel,Russia,53,36.1
318592,Koshigaya,Japan,35.9,139.8
318576,Valladolid,Spain,41.7,-4.7
318488,Sivas,Turkey,39.7,37
318416,St. Louis,USA,38.6,-90.2
318332,Tarlac City,Philippines,15.5,120.6
318058,Maebashi,Japan,36.4,139.1
317886,Ratchaburi,Thailand,13.5,99.8
317595,Bunia,Democratic Republic of the Congo,1.6,30.3
317517,Central Coast,Australia,-33.3,151.2
317363,Moshi,Tanzania,-3.4,37.3
316973,Manisa,Turkey,38.6,27.4
316619,Riverside,USA,33.9,-117.4
316381,Corpus Christi,USA,27.8,-97.2
316327,Victoria,Canada,48.4,-123.4
315788,Sakon Nakhon,Thailand,17.2,104.1
315649,Iaşi,Romania,47.2,27.6
315596,Thrissur,India,10.5,76.2
315474,Cardiff,United Kingdom,51.5,-3.2
315310,Alwar,India,27.6,76.6
315186,Cherepovets,Russia,59.1,37.9
315147,Huambo,Angola,-12.8,15.8
314900,Boa Vista,Brazil,2.8,-60.7
314805,Córdoba,Spain,37.9,-4.8
314590,Ostrava,Czech Republic,49.8,18.3
314546,Ciudad de Corrientes,Argentina,-27.5,-58.8
314239,Khayelitsa,South Africa,-34,18.7
314162,Naha,Japan,26.2,127.7
313679,Vologda,Russia,59.2,39.9
313503,Semipalatinsk,Kazakhstan,50.4,80.3
313110,Catania,Italy,37.5,15.1
312942,Aktobe,Kazakhstan,50.3,57.2
312255,Kakinada,India,17,82.2
312113,Timișoara,Romania,45.8,21.2
311485,San Bernardo,Chile,-33.6,-70.7
311472,Kolwezi,Democratic Republic of the Congo,-10.7,25.5
311299,Uvira,Democratic Republic of the Congo,-3.4,29.1
311287,Bonn,Germany,50.7,7.1
311000,Quy Nhơn,Vietnam,13.8,109.2
310467,Nizamabad,India,18.7,78.1
310104,Rahimyar Khan,Pakistan,28.4,70.3
309762,Novi Sad,Serbia,45.3,19.8
309709,Butuan,Philippines,8.9,125.5
309319,St. Catharines–Niagara,Canada,43.2,-79.2
309259,Cascavel,Brazil,-25,-53.4
308989,Guarujá,Brazil,-24,-46.3
308922,Sagar,India,23.8,78.7
308680,Gujrat,Pakistan,32.6,74.1
308637,Zagazig,Egypt,30.6,31.5
308458,Iksan,Republic of Korea,35.9,127
308440,Kaesong,Democratic People's Republic of Korea,37.9,126.6
308428,Lexington,USA,38,-84.5
308318,Mardan,Pakistan,34.2,72.1
307764,Sariwon,Democratic People's Republic of Korea,38.5,125.8
307671,Kassala,Sudan,15.5,36.4
306584,Yokkaichi,Japan,35,136.6
306009,Cluj-Napoca,Romania,46.8,23.6
305884,Aomori,Japan,40.8,140.7
305841,Pittsburgh,USA,40.4,-80
305821,Tumkur,India,13.3,77.1
305632,Santa Elena,Ecuador,-2.2,-80.5
305607,Batangas City,Philippines,13.8,121.1
305421,Novorossiysk,Russia,44.7,37.8
305155,Ciudad Victoria,Mexico,25.8,-97.5
305147,Kurume,Japan,33.3,130.5
304600,Kunduz,Afghanistan,36.7,68.9
303754,Murmansk,Russia,69,33.1
303475,Coventry,United Kingdom,52.4,-1.5
303428,Kota Kinabalu,Malaysia,6,116.1
303346,Nampula,Mozambique,-15.1,39.3
302040,Constanţa,Romania,44.2,28.6
301624,Imus,Philippines,14.4,120.9
301416,Kingston upon Hull,United Kingdom,53.7,-0.3
301249,Hisar,India,29.1,75.7
300950,Anchorage,USA,61.2,-149.9
300943,Camagüey,Cuba,21.4,-77.9
300713,Kasugai,Japan,35.2,137
300707,Palmira,Colombia,3.5,-76.5
300471,Wad Madany,Sudan,14.4,33.5
299746,Morioka,Japan,39.7,141.1
299708,Münster,Germany,52,7.6
299431,Sylhet,Bangladesh,24.6,91.7
299423,Taubaté,Brazil,-23,-45.6
299108,Cabimas,Venezuela,10.4,-71.5
299103,Karlsruhe,Germany,49,8.4
298926,Yakutsk,Russia,62,129.7
298866,Ust-Kamenogorsk,Kazakhstan,50,82.6
298681,Sukabumi,Indonesia,-6.9,106.9
298643,Craiova,Romania,44.3,23.8
298625,Ciudad Obregón,Mexico,29.3,-110.3
298224,Cirebon,Indonesia,-6.7,108.6
298118,Stockton,USA,38,-121.3
298017,Petrópolis,Brazil,-22.5,-43.2
297943,Halifax,Canada,44.6,-63.6
297517,Cincinnati,USA,39.1,-84.5
297317,Sunchon,Democratic People's Republic of Korea,39.4,125.9
297284,Tampico,Mexico,22.3,-97.9
297084,Kasur,Pakistan,31.1,74.4
296690,Mannheim,Germany,49.5,8.5
296417,Sari,Iran,36.6,53.1
295883,Tongi,Bangladesh,23.9,90.4
294875,İzmit,Turkey,40.8,29.9
294873,Saint Paul,USA,44.9,-93.1
294577,Rohtak,India,28.9,76.6
294310,San Pedro,Philippines,14.2,121.5
294150,Panipat,India,29.4,77
294128,Limeira,Brazil,-22.6,-47.4
294116,Darbhanga,India,26.1,85.9
293725,Vigo,Spain,42.2,-8.7
293717,Bradford,United Kingdom,53.8,-1.8
293695,Praia Grande,Brazil,-24,-46.5
293605,Armenia,Colombia,4.5,-75.8
293000,Ife,Nigeria,7.5,4.5
292934,São José dos Pinhais,Brazil,-25.4,-49.2
292627,Yeosu,Republic of Korea,34.8,127.7
292521,Kanchanaburi,Thailand,14,99.5
292162,Akashi,Japan,34.6,135
291917,Białystok,Poland,53.1,23.2
291872,Palu,Indonesia,-0.9,119.8
291822,Aizawl,India,23.7,92.7
291225,Luque,Paraguay,-25.3,-57.5
290937,Oshawa,Canada,43.9,-78.9
290868,Gebze,Turkey,40.8,29.4
290817,Malard,Iran,35.7,51
290733,Galaţi,Romania,45.4,28
290521,Santarém,Brazil,-2.6,-54.6
290269,Chernigov,Ukraine,51.5,31.3
290269,SAN SALVADOR,El Salvador,13.7,-89.2
290139,Seremban,Malaysia,2.7,101.9
289831,Poltava,Ukraine,49.6,34.6
289504,Batna,Algeria,35.6,6.2
289355,Fukushima,Japan,37.8,140.5
289233,Hilla,Iraq,32.5,44.4
289215,Tsu,Japan,34.7,136.5
289148,Viña del Mar,Chile,-33,-71.6
288730,Utrecht,Netherlands,52.1,5.1
288353,Holguín,Cuba,20.8,-75.8
288054,SAN JOSE,Costa Rica,9.9,-84.1
288000,Makurdi,Nigeria,7.7,8.6
287977,San Lorenzo,Paraguay,-25.3,-57.5
287841,Hufuf,Saudi-Arabia,25.4,49.6
287570,Ichalkaranji,India,16.7,74.5
287311,Gunpo,Republic of Korea,37.4,126.9
287035,Tirupati,India,13.6,79.4
286974,Karnal,India,29.7,77
286497,Sunshine Coast,Australia,-26.7,153.1
286073,Shimonoseki,Japan,34,130.9
285912,San Fernando,Philippines,15.1,120.7
285813,Bathinda,India,30.2,74.9
285067,al-Mubarraz,Saudi-Arabia,25.4,49.6
284970,Nantes,France,47.2,-1.6
284670,Santa Rosa,Philippines,14.3,121.1
284506,Tamale,Ghana,9.4,0
284487,Eldoret,Kenya,0.5,35.3
284386,Pyongsong,Democratic People's Republic of Korea,39.3,125.9
284288,Mossoró,Brazil,-5.2,-37.3
284244,Tacna,Peru,-18,-70.2
284079,Delmas,Haiti,18.5,-72.3
284032,SUCRE,Bolivia,-19,-65.3
283924,Cherkassy,Ukraine,49.4,32
283517,Qods,Iran,35.7,51.1
283468,Lipa,Philippines,13.9,121.2
283396,Biñan,Philippines,14.3,121.1
283243,Wollongong,Australia,-34.4,150.9
282981,Vinh,Vietnam,18.7,105.7
282918,Ramadi,Iraq,33.4,43.3
282441,Suzano,Brazil,-23.6,-46.3
282313,Toledo,USA,41.7,-83.6
281799,Ciudad Nicolás Romero,Mexico,19.4,-99.1
281494,Rampur,India,28.8,79
281492,Mbandaka,Democratic Republic of the Congo,0,18.3
281434,Pekalongan,Indonesia,-6.9,109.7
281413,Camaçari,Brazil,-12.7,-38.3
281348,Tambov,Russia,52.7,41.4
281222,Nagaoka,Japan,37.5,138.8
280415,Malmö,Sweden,55.6,13
280309,al-Gadarif,Sudan,14,35.4
279765,Ensenada,Mexico,31.8,-116.6
279720,Thies,Senegal,14.8,-16.9
279655,Ciudad del Este,Paraguay,-25.5,-54.6
279653,Ljubljana,Slovenia,46.1,14.5
279639,Greensboro,USA,36.1,-79.8
279591,Ichihara,Japan,35.5,140.1
279340,Roodepoort,South Africa,-26.2,27.9
279074,Lhasa,China,29.7,91.1
278767,San Cristóbal,Dominican Republic,18.4,-70.1
278622,Bago,Myanmar,17.3,96.5
278427,Newark,USA,40.7,-74.2
278188,Vũng Tàu,Vietnam,10.4,107.1
278003,Braşov,Romania,45.7,25.6
277959,Coacalco de Berriozábal,Mexico,19.4,-99.1
277382,Pathein,Myanmar,16.8,94.7
277056,Hakodate,Japan,41.8,140.7
277017,Punto Fijo,Venezuela,11.7,-70.2
276995,Governador Valadares,Brazil,-18.9,-42
276542,Augsburg,Germany,48.4,10.9
276538,Gunsan,Republic of Korea,36,126.7
276524,Groznyi,Russia,43.3,45.7
276459,Belfast,United Kingdom,54.6,-5.9
276165,Windsor,Canada,42.3,-83
275350,Asan,Republic of Korea,36.8,127
275325,Kashan,Iran,34,51.4
275138,Soyapango,El Salvador,13.7,-89.1
275087,Sterlitamak,Russia,53.6,56
274942,Gorlovka,Ukraine,48.3,38
274838,Santa Maria,Brazil,-29.7,-53.8
274509,Bahía Blanca,Argentina,-38.7,-62.3
274490,Resistencia,Argentina,-27.5,-59
274409,Plano,USA,33.1,-96.7
274352,Shivamogga,India,13.9,75.6
274082,Vicente López,Argentina,-34.5,-58.5
273892,Ratlam,India,23.3,75
273871,Wiesbaden,Germany,50.1,8.3
273547,La Vega,Dominican Republic,19.2,-70.5
273450,Aswan,Egypt,24.1,32.9
273400,Brighton & Hove,United Kingdom,50.8,-0.1
273300,Haeju,Democratic People's Republic of Korea,38,125.7
273244,Yao,Japan,34.6,135.6
273130,Chuncheon,Republic of Korea,37.9,127.7
272918,Modinagar,India,28.8,77.6
272709,Popayán,Colombia,2.4,-76.6
272676,Cabanatuan,Philippines,15.5,121
272447,Morogoro,Tanzania,-6.8,37.7
272274,Suncheon,Republic of Korea,35,127.5
272240,Ibaraki,Japan,34.8,135.6
272231,Puerto La Cruz,Venezuela,10.2,-64.6
271786,Cotabato City,Philippines,7.2,124.3
271782,Strasbourg,France,48.6,7.8
271295,Sumy,Ukraine,50.9,34.8
271073,Venice,Italy,45.4,12.3
270883,"Chiayi
","Taiwan
",23.5,120.5
270814,Haifa,Israel,32.8,35
270811,Henderson,USA,36,-115
270689,Gravataí,Brazil,-29.9,-51
270366,Kostroma,Russia,57.8,40.9
270211,Gijón,Spain,43.5,-5.7
270046,Zhitomir,Ukraine,50.3,28.7
268738,Lincoln,USA,40.8,-96.7
268679,Durg,India,21.2,81.3
268574,Fukui,Japan,36.1,136.2
268507,Kediri,Indonesia,-7.8,112
268347,Santa Catarina,Mexico,25.7,-100.5
268321,Taboão da Serra,Brazil,-23.6,-46.8
267662,Shillong,India,25.6,91.9
267631,Kakogawa,Japan,34.8,134.8
267571,Sincelejo,Colombia,9.3,-75.4
267108,Yangsan,Republic of Korea,35.3,129
267102,Petrozavodsk,Russia,61.8,34.3
267005,Ha'il,Saudi-Arabia,27.5,41.7
266627,Damietta,Egypt,31.4,31.8
266444,Gwangju,Republic of Korea,37.4,127.3
266370,Tokushima,Japan,34.1,134.6
265857,Bergen,Norway,60.4,5.3
265833,Djelfa,Algeria,34.7,3.3
265775,Várzea Grande,Brazil,-15.7,-56.1
265747,Balıkesir,Turkey,39.6,27.9
265626,Yoshkar-Ola,Russia,56.6,47.9
265606,Nakhon Si Thammarat,Thailand,8.4,100
265409,Palmas,Brazil,-10,-48.3
265101,Temuco,Chile,-38.7,-72.6
265051,Naltchik,Russia,43.5,43.6
265028,Gyeongju,Republic of Korea,35.9,129.2
264991,Pokhara,Nepal,28.3,84
264986,Imphal,India,24.8,94
264439,Uruapan,Mexico,19.6,-101.7
264290,Guarenas,Venezuela,10.5,-66.6
264158,Rangpur,Bangladesh,25.8,89.2
264091,Santa Ana,El Salvador,14,-89.6
264062,Mito,Japan,36.4,140.5
263908,Floridablanca,Colombia,7.1,-73.1
263704,Juazeiro do Norte,Brazil,-7.2,-39.3
263647,Foz do Iguaçu,Brazil,-25.5,-54.6
263179,Boksburg,South Africa,-26.2,28.3
263000,Laayoune,Morocco,35.2,-5.3
262832,Lamphun,Thailand,18.6,99
262801,Hapur,India,28.7,77.8
262346,Ranipet,India,13,79.3
262340,Anantapur,India,14.7,77.6
262308,Sumaré,Brazil,-23.5,-46.7
262259,Volta Redonda,Brazil,-22.5,-44.1
262154,Khmelnitsky,Ukraine,49.4,27
262124,Mutare,Zimbabwe,-19,32.6
261825,Ngaoundéré,Cameroon,7.3,13.6
261662,Itagüi,Colombia,6.2,-75.6
261445,Karamay,China,45.6,84.9
261099,Arrah,India,25.6,84.7
261011,Nizhnevartovsk,Russia,60.9,76.5
260997,Gimpo,Republic of Korea,37.6,126.7
260899,Karimnagar,India,18.4,79.1
260607,Juliaca,Peru,-15.5,-70.1
260419,Hiratsuka,Japan,35.3,139.3
259790,Niš,Serbia,43.3,21.9
259555,Barueri,Brazil,-23.5,-46.9
259480,Golestan (Soltanabad),Iran,35.5,51.2
259329,Parbhani,India,19.3,76.8
259252,Stoke-on-Trent,United Kingdom,53,-2.2
259081,Komsomolsk-na-Amure,Russia,50.6,137
259056,Misrata,Libya,32.4,15.1
259053,Embu das Artes,Brazil,-23.7,-46.9
258959,Buffalo,USA,42.9,-78.9
258150,Osh,Kyrgyzstan,40.5,72.8
257894,Lubango,Angola,-14.9,13.5
257850,Gelsenkirchen,Germany,51.5,7.1
257763,Bengkulu,Indonesia,-3.8,102.3
257352,Gómez Palacio,Mexico,24,-104.7
257351,Montpellier,France,43.6,3.9
257342,Jersey City,USA,40.7,-74.1
257062,Marabá,Brazil,-5.3,-49.1
257000,Ijebu Ode,Nigeria,6.8,3.9
256790,Etawah,India,26.8,79
256790,Stary Oskol,Russia,51.3,37.8
256780,Chula Vista,USA,32.6,-117
256613,Los Mochis,Mexico,25.6,-108.5
256584,Pachuca,Mexico,20.1,-98.7
256496,Fort Wayne,USA,41.1,-85.1
256393,Đà Lạt,Vietnam,11.9,108.5
255671,Taganrog,Russia,47.2,38.9
255483,Orlando,USA,28.4,-81.3
255430,Mönchengladbach,Germany,51.2,6.4
255370,Yamagata,Japan,38.2,140.3
255283,Syktivkar,Russia,61.7,50.8
255266,Ipatinga,Brazil,-19.5,-42.6
255088,Bertoua,Cameroon,4.6,13.7
255084,Chernovtsy,Ukraine,48.3,26
255029,Oaxaca,Mexico,17.1,-96.7
255015,Soledad de Graciano Sánchez,Mexico,22.2,-100.9
254886,Alajuela,Costa Rica,10.4,-84.4
254650,Sasebo,Japan,33.2,129.7
254158,PORT MORESBY,Papua New Guinea,-9.4,147.2
253651,Gdynia,Poland,54.5,18.5
253208,Verona,Italy,45.4,11
252981,Posadas,Argentina,-27.4,-55.9
252945,Espoo,Finland,60.2,24.7
252320,Imperatriz,Brazil,-5.5,-47.5
252127,Sétif,Algeria,36.2,5.4
252026,Messina,Italy,38.2,15.6
251971,Kanggye,Democratic People's Republic of Korea,41,126.6
251757,Valparaíso,Chile,-33,-71.6
251466,Los Teques,Venezuela,10.3,-67
251462,Wolverhampton,United Kingdom,52.6,-2.1
251136,Begusarai,India,25.4,86.1
251033,Viamão,Brazil,-30.1,-51
250660,Rạch Giá,Vietnam,10,105.1
250645,Irbid,Jordan,32.5,35.9
250303,Mérida,Venezuela,38.9,-6.3
250099,Graz,Austria,47.1,15.4
249998,New Delhi,India,28.6,77.2
249688,St. Petersburg,USA,27.8,-82.6
249595,Los Alcarrizos,Dominican Republic,18.5,-70
249584,Nottingham,United Kingdom,53,-1.2
249473,Shahriar,Iran,35.7,51.1
249146,Chandler,USA,33.3,-111.9
249131,Navotas,Philippines,14.7,120.9
248894,Częstochowa,Poland,50.8,19.1
248890,San Pablo,Philippines,14.1,121.3
248800,Sfax,Tunisia,34.7,10.8
248716,Tehuacán,Mexico,19,-98.2
248649,Dzerzhinsk (Nizhegorodskaya oblast),Russia,56.2,43.5
248445,FuchuFuchū,Japan,35.7,139.5
248436,Cabuyao,Philippines,14.3,121.1
248380,Dezful,Iran,32.4,48.4
248251,Novo Hamburgo,Brazil,-29.7,-51.1
248242,Ghent,Belgium,51.1,3.7
248237,Dneprodzerzhinsk,Ukraine,48.5,34.6
248150,L'Hospitalet,Spain,41,0.9
248142,Laredo,USA,27.5,-99.5
248130,Dirē Dawa,Ethiopia,9.6,41.9
248006,Machakos,Kenya,-1.5,37.3
248000,Birnin Kebbi,Nigeria,12.5,4.2
247227,Braunschweig,Germany,52.3,10.5
247119,San Miguel,El Salvador,13.4,-88.2
247074,Damanhur,Egypt,31,30.5
247000,Ilesha,Nigeria,7.6,4.8
246911,Rivne,Ukraine,50.6,26.3
246880,Nadschran,Saudi-Arabia,17.5,44.1
246835,al-Minya,Egypt,28.1,30.8
246392,Lucena,Philippines,13.9,121.6
246139,Norfolk,USA,36.9,-76.2
246118,Kure,Japan,34.2,132.6
245779,MP Kota Bharu,Malaysia,2.8,101.7
245475,Durham,USA,36,-78.9
245419,Petaling Jaya,Malaysia,3.1,101.6
245283,Ciudad Ojeda,Venezuela,10.2,-71.3
244783,Phatthalung,Thailand,7.6,100.1
244768,Meiktila,Myanmar,20.9,95.9
244696,Khomeini shahr,Iran,32.7,51.5
244400,NASSAU,Bahamas,25.1,-77.3
244256,Mokpo,Republic of Korea,34.8,126.4
244168,Merlo,Argentina,-34.7,-58.7
243795,Plymouth,United Kingdom,50.4,-4.1
243746,Gyeongsan,Republic of Korea,35.8,128.7
243544,Uralsk,Kazakhstan,51.2,51.4
243411,Dera Ghazi Khan,Pakistan,30,70.6
243344,Madison,USA,43.1,-89.4
243151,Wah Cantonment,Pakistan,33.8,72.7
243126,Chanthaburi,Thailand,12.6,102.1
242946,PARAMARIBO,Suriname,5.9,-55.2
242883,Porto,Portugal,41.2,-8.6
242801,Tagum,Philippines,7.4,125.8
242672,Nazrēt,Ethiopia,8.5,39.3
242604,Bratsk,Russia,56.1,101.6
242458,A Coruña,Spain,43.4,-8.4
242272,Ojo de Agua,Mexico,19.4,-99.1
242022,Chemnitz,Germany,50.8,12.9
242011,Rancagua,Chile,-34.2,-70.7
241823,Kadapa,India,14.5,78.8
241694,Narayanganj,Bangladesh,23.6,90.5
241683,Aachen,Germany,50.8,6.1
241613,Hachinohe,Japan,40.5,141.5
241606,Machala,Ecuador,-3.3,-80
241533,Kiel,Germany,54.3,10.1
241327,Orsk,Russia,51.2,58.6
241100,Nam Định,Vietnam,20.3,106.2
241000,Lafia,Nigeria,8.5,8.5
240951,Riohacha,Colombia,11.5,-72.9
240934,Ivano-Frankovsk,Ukraine,48.9,24.7
240654,Borujerd,Iran,33.9,48.7
240522,Granada,Spain,37.2,-3.6
240504,Mek'elē,Ethiopia,13.5,39.5
240438,Sikasso,Mali,11.3,-5.7
240117,Anju,Democratic People's Republic of Korea,39.6,125.7
239932,Saga,Japan,33.3,130.3
239599,Tegal,Indonesia,-6.9,109.1
239538,Lubbock,USA,33.6,-101.9
239363,Ica,Peru,-13.9,-75.8
239281,Saraburi,Thailand,14.5,100.9
239253,Kirovograd,Ukraine,48.5,32.3
239215,Kosty,Sudan,13.2,32.7
239185,Neyshabur,Iran,36.2,58.8
239182,Sahiwal,Pakistan,30.7,73.1
239157,Bordeaux,France,44.8,-0.6
239029,Neyagawa,Japan,34.8,135.6
238958,São Carlos,Brazil,-22,-47.9
238284,Balashikha,Russia,55.8,38
238276,Tarsus,Turkey,36.9,34.9
238209,Binjai,Indonesia,3.6,98.5
238031,Shakhty,Russia,47.7,40.2
237964,Sōka,Japan,35.8,139.8
237686,Ramagundam,India,18.8,79.5
237676,Tembisa,South Africa,-26,28.2
237361,Bukhara,Uzbekistan,39.8,64.5
237279,Fuji,Japan,35.2,138.7
237133,Tokchon,Democratic People's Republic of Korea,39.8,126.3
236989,Maimansingh,Bangladesh,24.8,90.4
236854,Kasukabe,Japan,36,139.8
236716,Irvine,USA,33.7,-117.8
236473,Nawabshah,Pakistan,26.2,68.4
236441,Winston–Salem,USA,36.1,-80.3
236269,Kendari,Indonesia,-4,122.5
235983,Parnamirim,Brazil,-5.9,-35.2
235983,Coatzacoalcos,Mexico,19.2,-96.1
235967,Paraná,Argentina,-31.7,-60.5
235827,Lop Buri,Thailand,14.8,100.7
235769,Durán,Ecuador,-2.2,-79.8
235685,Kütahya,Turkey,39.4,30
235568,Mingaora,Pakistan,34.8,72.3
235279,Nizhnekamsk,Russia,55.6,51.8
235022,"Changhua
","Taiwan
",24.1,120.6
234945,Malolos,Philippines,14.9,120.8
234632,Glendale,USA,33.5,-112.2
234566,Garland,USA,32.9,-96.6
234369,Tanga,Tanzania,-5.1,39.1
234224,Southampton,United Kingdom,50.9,-1.4
234063,Trabzon,Turkey,41,39.7
233990,Pleiku,Vietnam,14,108
233841,Purwokerto,Indonesia,-7.4,109.2
233659,Košice,Slovakia,48.7,21.3
233634,Magé,Brazil,-22.7,-43
233572,Rishon Leziyyon,Israel,32,34.8
233529,Windhoek,Namibia,-22.6,17.1
233394,Hialeah,USA,25.9,-80.3
233294,Reno,USA,39.5,-119.8
233255,San Pedro de Macoris,Dominican Republic,18.5,-69.3
233023,Adapazarı,Turkey,40.8,30.4
232891,Geoje,Republic of Korea,34.9,128.6
232798,Nong Khai,Thailand,17.9,102.7
232662,Reading,United Kingdom,51.5,-1
231978,Hafar al-Batin,Saudi-Arabia,28.3,46
231944,Angarsk,Russia,52.6,103.9
231824,Kasama,Zambia,-10.2,31.2
231592,GABORONE,Botswana,-24.7,25.9
231565,Halle (Saale),Germany,51.5,12
231557,Sabzewar,Iran,36.2,57.6
231229,San Salvador de Jujuy,Argentina,-24.2,-65.3
231021,Magdeburg,Germany,52.1,11.6
231005,Chigasaki,Japan,35.3,139.4
230810,Quilmes,Argentina,-34.7,-58.3
230614,Ciudad de Santiago del Estero,Argentina,-27.8,-64.3
230571,Chesapeake,USA,36.7,-76.3
230336,Marília,Brazil,-22.2,-50
229972,Gilbert,USA,33.3,-111.7
229956,Pali,India,25.8,73.3
229887,Sete Lagoas,Brazil,-19.5,-44.2
229872,Colombo,Brazil,-25.3,-49.2
229624,Macaé,Brazil,-22.4,-41.8
229525,Pematang Siantar,Indonesia,3,99.1
229426,Baton Rouge,USA,30.4,-91.1
229407,Derby,United Kingdom,52.9,-1.5
229329,Arapiraca,Brazil,-9.8,-36.6
229307,Satna,India,24.6,80.8
229207,Sosnowiec,Poland,50.3,19.1
228653,Irving,USA,32.9,-97
228643,Divinópolis,Brazil,-20.1,-44.9
228561,São José,Brazil,-27.6,-48.6
228496,Suphan Buri,Thailand,14.5,100.1
228378,Ploieşti,Romania,44.9,26
228123,Aarhus,Denmark,56.2,10.2
228025,Vizianagaram,India,18.1,83.4
228001,al-Fasher,Sudan,13.6,25.4
228000,Saki,Nigeria,8.7,3.4
227944,Radom,Poland,51.4,21.1
227735,Rusaifa,Jordan,29.5,35
227568,Vitoria-Gasteiz,Spain,42.9,-2.7
227564,Gondar,Ethiopia,12.6,37.5
227560,Lille,France,50.6,3.1
227392,Matsumoto,Japan,36.2,138
227180,Swansea,United Kingdom,51.6,-3.9
227168,Itaboraí,Brazil,-22.7,-43
226988,São Leopoldo,Brazil,-30,-51.2
226970,Americana,Brazil,-22.8,-47.4
226918,Scottsdale,USA,33.7,-111.8
226877,North Las Vegas,USA,36.3,-115.1
226728,Lalitpur,Nepal,27.7,85.3
226602,Indaiatuba,Brazil,-23.1,-47.2
226517,Pilar,Argentina,-34.5,-58.9
226326,Okara,Pakistan,30.8,73.5
225982,Katihar,India,25.5,87.6
225903,Nakhon Sawan,Thailand,15.7,100.1
225306,Cotia,Brazil,-23.6,-46.9
225235,Hardwar,India,29.9,78.2
225163,Atsugi,Japan,35.4,139.4
225074,Sonipat,India,28.9,77.1
224922,Fremont,USA,37.5,-121.9
224912,Krementchug,Ukraine,49.1,33.4
224826,Jacareí,Brazil,-23.3,-46
224586,Daloa,Côte d'Ivoire,6.9,-6.5
224473,Nicosia,Cyprus,35.2,33.4
224329,Nagercoil,India,8.2,77.4
224304,Araraquara,Brazil,-21.8,-48.2
224146,Mbour,Senegal,14.4,-17
223898,Banfield,Argentina,-34.7,-58.4
223567,Concepción,Chile,-36.8,-73.1
223449,As Seeb,Oman,23.7,58.2
223365,Guaymallén,Argentina,-32.9,-68.7
223127,Yamato,Japan,35.5,139.5
