Latitude,Longitude
35,132.4
58.4,16.8
-16,-56.6
65.6,-21.6
43.4,44.6
52.4,33.2
-9,-35.2
-27.8,-53
70,27.4
38.8,0.2
45.2,39.6
55.8,60.6
46.6,12
36,133
33,111.6
44.8,65.2
51.8,39.8
21,106.8
34.2,135.4
61.4,137.4
39.2,20.6
34.6,-2.6
57.6,49
13.4,-88.8
53.4,91
22.2,-83.8
24.8,117
-23,-53.2
36,-90.2
63.6,20.4
22.8,113.6
17.6,102.8
38.2,32.4
55.6,94.6
42.8,-111.4
45.4,22.4
41,68.2
9.4,123.4
33.8,-103
-34.8,-56.8
36.2,130.8
15.8,80.4
29.8,74.6
16.6,121.4
48,-114.4
51.8,-106.2
60.8,-162.6
38.4,-106.4
45,35.2
45.2,15
64.2,20.8
-25.6,-50.6
27.6,112.8
58.2,32
10.2,123
50.8,118.8
42.4,-123.4
36.4,33.6
39.2,47.4
45.8,-94.6
49,-104.2
52.4,84.8
33.2,-94.2
37,-78.6
-22,-42.6
39.4,41.4
17.6,-92.8
57.8,56
35.6,-93
54.6,21.4
-4.4,-45.2
18.2,105.6
25.6,116
35.4,105.2
45,128
26.8,84
-22,-49
16.6,100.6
67.6,-164.6
35.4,-112.4
36,0.2
-29.4,26
56.4,26.6
27.4,-82
36,-89.8
45.6,-67.8
51,106.2
-2.6,112.2
24.4,114
61.4,72.4
41,-87.4
44.6,-116.4
10.8,78.8
22.2,103.4
-35.8,145.2
31,32
31,-93.8
28.8,102.8
44,42.8
-6,106.4
50.2,142.6
53.2,32.4
47.4,38.6
27.8,-101.4
57.8,55.6
38.4,-93.2
54.4,-114.2
15.6,-86
34.8,-85.8
55.6,89.2
32.4,-96.4
37.6,29
53.8,30.6
37.2,-84.2
-23.6,146.6
45.6,38.8
-26.6,-52
27,112.4
43.4,12.4
34.6,129.4
37.8,-83.8
47.4,24.6
-25,-51
-20.4,-42.4
-33.4,-61.6
38,-82.4
55.8,48.8
66.8,26.4
-21.6,-48
-8.8,160.6
32.4,131.4
60.4,16.2
39.2,-105.2
49.4,44
27.2,55.8
27,107.6
-6.4,-41.4
37.4,-95
66.2,33.4
54.2,17.8
44.6,-123.6
28.6,59
33.8,135.6
51.4,43.6
26.6,58.6
-6.2,107.4
6.4,-75
29.2,-110.8
27.4,-98.8
37.4,-89.6
53.6,35.6
40.8,-103.4
-8.2,-37.4
48.8,-79
-38.2,176.4
65.2,27.6
42.4,124
-34,148
37,32.8
55,-128.2
43.6,112
19.6,77.8
50,129.2
33.8,-93.8
33.4,-108.6
23,91.4
35.4,-83.6
33.2,-3.8
17.4,103.6
-5.8,-47.4
47.2,-65
15.8,-86.8
60.2,18
38,68.8
45.8,-96.8
33.2,-95.6
18.6,-96.2
-21.6,-48.8
47.4,30.8
50.8,-122.8
20.4,73.2
48,-69.8
22.6,-101.4
-33,118.4
-28,25.4
2.6,102.4
2.6,95.8
54,34
31,77.6
40.2,-107
24.2,72.4
54,93
-20.6,-46
35.6,-95
53.6,72.8
69.4,49.4
-45.4,170.2
45,-114
19,-91.2
47.4,-55.8
36,-81.6
55.2,-7.4
55,91
-16.6,28.6
38.8,-81.4
51,52
53.6,88.2
40.6,0
66.4,14.4
5.2,-74.2
43.8,-115.8
15.8,-96
25.8,49.6
-34,136.4
-23.8,-49.8
-22.2,-51.2
12.2,122
59.8,45
44.4,38.2
44.2,-122.8
62.6,8.6
35.4,-115
40.8,37.4
36.8,-99.6
11.8,79.8
17.6,-95.4
31.2,-86.6
-35.4,-63.8
53.8,86.6
36.2,-109.6
55.4,-118.8
20.4,99.8
-5.6,-39.2
40.8,-124.2
29.6,72.6
27.2,2.4
-15.2,-44.6
34.8,-103.4
-32,28.2
56.2,91.8
35.2,8.8
62.6,150.8
30.8,61.4
-34.2,141.8
49.2,64.2
31.4,-90.6
-15,-40.4
60.6,77.6
37,141
42.2,-91.6
54.8,30.8
-26.6,152
45.2,-67
9.8,106.2
52.8,85.6
37.4,-90.4
50.6,22.8
34.8,110
29,-98.6
59.4,26
42.8,-115
47.8,23.6
-26.6,-64.8
-21,-50.6
48.4,22.8
10,-72.4
62,48.8
35.6,-95.2
-3.4,-40.2
13.2,-16
57.4,24.8
45.8,7.4
30.2,-97.2
45,-96.6
55.2,28.6
58.8,13.2
43.6,74.2
61.6,138.2
20.8,74.8
54.6,-97.8
36.8,-96
-30.6,145
-24.6,-47.6
29.6,53.8
45,-79.4
57.8,14.6
33.4,-89.6
25,-108.2
49.4,25
39.8,-7.4
42.2,-82
44.6,28.4
15.6,108
-15.4,28.2
-3,134.8
63.8,19
31.8,-87
52.6,81.6
-26.8,28.4
52.6,76.4
34.4,-86.6
41.8,26.2
14.2,-89.8
2.8,102.8
22.6,70.2
39.2,-102.8
38.4,140.6
-54,-67.8
31.4,-89.4
32.2,-85
31.4,-88.6
53.6,14.4
56.2,-6.2
57.8,43.8
53.4,34.2
47.6,-94
70.4,24
37.4,-85
49,-81
19.8,-100.2
-28.2,27
46.6,-112
39.2,141
-31.4,-58
15.6,-86.2
22.6,84.4
31.4,-81.6
38.6,-87.4
41.4,-76.8
44,20.8
-41.2,-72.6
55.2,34.8
37.8,-87.6
27.2,62.4
29.4,110.2
30.4,-96.4
-6.4,-43
-37.4,147.2
40.6,-83.6
39.2,-80.6
35.8,105.6
24,-104.4
15.2,104.6
47,-94
57.2,54
5.8,-10
38.6,-95.4
43.8,-99.2
-37.8,142.8
63.8,-145.6
39,-3.4
-22.2,166.4
44,23.8
56.2,24.2
45.6,-76.6
48,-98
41.2,-111
33.4,-92.4
32.2,72.2
39.4,117.2
33.4,-82.6
61.2,73.2
37,113.2
49.4,-123
66,55.2
23.2,110.8
51.2,-111.8
65.8,-14.8
39.4,-93.6
60,28.4
68.8,33.6
39.2,-79.8
31.8,-95.6
28.2,116
61.4,27.6
43.4,-122
27.2,74.8
6.6,-73.2
56,58
-12,-38.6
45.2,-66.2
37.8,24.8
32.8,12.4
39.4,-100.4
1.8,102.6
23.2,115.4
-27.4,-65.2
41.4,-102.4
60,31.4
45.2,-61.4
54.8,55.2
35.4,-79.6
50,35.8
-31.2,26.8
30,122
18.8,109.6
63.2,22.6
32,-89
15.2,-88
47.4,-94
23.4,76.2
37.8,-98.2
26.8,84.4
28,76
47,-107.6
21,78.4
42,127.4
50,52.6
36.2,-98.6
58.6,26.6
15.4,-16.4
22,109
-7,108
46,-64.6
41.4,-94.6
19.2,73.8
35.4,127
12.8,-8.4
48,24.4
44.4,25
36.2,-110.2
49.8,125.8
-9,-64
57,41.2
-34.2,151.2
35.8,2
25.4,86.4
50.6,51.6
49.2,25.2
16.8,74.2
19,83.8
36.2,68
29.6,-96.4
53.4,54
18.6,109.2
43,-80.6
0.2,9.4
33.8,134
-33.8,23
28.4,119.4
62.6,26.2
32,113.4
7.4,-80.4
41.8,-92.8
27,77.8
38,30.6
49.6,29.6
29.2,-81.6
66.6,34.2
6.4,5.6
42.4,41.8
42.2,-78.6
43.8,28.6
-8.4,-37
35.8,36.2
-20,-44.2
48.2,31.8
31.6,119.6
64.4,10.4
47.8,44.4
-30.6,-60.6
42.8,45.6
-27.8,-58.8
33.6,-111
16.2,-93
46.6,-91.6
28.8,-96.2
52.8,30
38,-77.4
-18.2,-42.4
60.2,31
30,-83
46.6,-99
31.8,130.4
35.8,-85.2
40,49.4
28.2,-101
41.8,-81.2
29.4,111
52.8,-7.2
23.6,-104
-2.8,-40.4
55.2,56.6
40.2,-112.4
48,-118.2
31.2,115
42.6,121.8
41.4,-122.4
32.2,-82.2
39.2,-112.2
43,47
32,110.6
37,137.4
58,44.6
42.8,-90.2
11.4,77.4
13.4,123.4
57.8,24.4
39.4,-4.8
-41.2,147.4
-32.6,149
35,-76
43.2,45.4
40.6,44.8
48,-122.4
15.4,36.4
44.8,40.8
62.4,15.4
24.8,109.2
50,-110.8
22.2,-100.8
43.8,-99.6
26.2,115.2
18.2,-65
-20.2,-50
-22.6,-47.2
36,-88
-10.4,150.2
25.4,-100.8
50.6,37.8
38.2,-91.2
35.2,36.6
56.6,21.2
-14.4,-75.8
38.4,32.2
34.2,-82.6
9.8,77.4
50.2,45
35,-3.4
-34,137.6
54,-113.6
45,39.6
39.8,69
45.8,-93
48.4,26.4
40.6,-87.6
54,83.2
33.8,132.6
47.2,45.4
34.8,-111.6
26.4,-97.8
22,-102.6
53.4,43.6
41.6,-122.2
33,-98.8
-19,-47.6
39.4,67.6
57.4,42.2
-14.6,-42.2
27.4,102.6
64.2,23.8
-29.6,150
14,-88.8
20.6,77.2
49.4,24.2
43,-96.2
48.4,-96.6
32,130.2
-10.6,-38.4
30.6,73
21.6,-103.4
63.4,40.2
50.6,-119.2
-33.2,-64.4
54.8,125.2
43.4,-100
-45.6,170.2
24,105
37.8,-107.8
-15.6,-46.4
-29.2,147.8
-22.2,-47.8
-1.2,174.6
56.2,30.4
41,-102.4
22.2,39.2
33.4,-111.4
-35.8,142
35.4,127.4
46.4,-97
56.8,56.2
40.2,-110.8
32.8,-85.4
34,74
-31.4,29
39,26.6
46.2,-96
19.6,37.2
54.8,46.6
50.2,136.6
53.2,-103.6
60.6,-1
48.2,-71
7.8,-67.6
47.8,27
29.6,-104.2
12.4,-5.6
36.4,47.2
7.2,4
16.4,-15.6
29,51
50,29.8
9.2,124.6
19,-100.4
60.6,-162
29.8,-101.6
36.4,-91.6
24.8,78.8
35,-100.4
24.4,100
30.2,118.6
-30.4,26.4
39.4,116.6
40.2,-87.8
53.8,55.8
49.6,82.2
2.2,111.2
51,-102.2
45.2,-91.8
42.4,-4
44.2,-79.2
42.8,27.4
38,-109.4
9.4,99.2
30.4,114.4
52.2,29.4
28.2,130
56.4,67.8
-27,151.2
54.2,64.2
42.6,22.8
37.4,30.2
-20.6,-50.2
16.8,102.6
45.4,42.6
56,59.8
16.8,81.8
-27.4,28.4
35,133.8
37,-88.8
55.4,101.8
34.6,-97.4
35,128.4
30.6,-94.8
34.4,118
5.8,100.8
-28.2,153
31.4,100.6
-3.6,-41.2
44.2,19.2
27.8,116.4
47,25.8
53.8,42.4
38,-1.8
26,75
-28,-66
17.4,-101
58.2,37.8
54.6,-2
48,-4.8
49.2,-68.2
37.8,-8
33.8,-97.8
-36,146
54,36
37.8,27
36.8,-87.4
16,-97.4
51.2,-77
11,122
24.6,76.2
25.4,90.2
54.4,21.4
35.8,-88.8
34.6,-86
36.8,30.8
59.4,38.8
53.6,35.8
35.2,118.2
-18.4,-66.6
36.6,44.8
59.6,39.2
64.6,-21.4
42,-106.4
39,42.8
-27.4,-65.4
-31,152.6
49.6,-99
1.6,109.2
56.2,-5.6
-14.2,-62
7.2,81
32.2,-93
44.4,46.6
32,-94.8
64.4,24
-18.8,-40.4
-27.4,-54.2
38.6,-101.2
35.4,132.6
68.4,15
41.4,27.4
33.6,-82.4
-18.8,-40.6
57.4,22
35.4,-85.6
31.6,-92.6
54.4,21
53.4,90.8
57,56.4
-32.4,-68.4
44.8,27.6
-5.8,-78.6
52,42.8
-3.2,115
46,47.6
49.4,49.6
-36,148
55,59.6
8.8,124.8
56.2,-5.4
70.2,21.6
36.8,9.4
8.4,38
43.2,-92.2
23.6,-100.8
14.6,-88
42,-78
30.2,-83.4
7.6,125.8
-28.2,-59.6
-21.2,-42.2
34.8,-77
16,80.4
41.4,-76
-4.8,-40.4
35.6,0.6
62.4,33.6
44.2,19.8
55.2,-77.8
34.2,-116
38.8,21.8
-6.4,108
36.2,115.6
-4.6,122.6
37.4,37.8
-4.8,-42.2
45,-96
49.8,-55.6
59,6.2
44,-111.6
46.6,-95.8
17.2,100
61.4,9.4
51.6,74.4
59.4,62.4
26.6,119.6
-22.8,-44.6
43.6,143.6
34.2,-102.2
44.2,-74.4
64.2,-149
25,-98.8
15.6,104.6
55.2,68.6
2.4,101.8
37,-108
47.2,-69.6
30.2,71.4
40.4,-124.2
48.6,-116.4
9.4,-79.8
57.6,10.2
37.4,-93.4
-30.6,139
54.2,38.4
32,107.2
-35,-63
41.4,-98
34.8,-91.2
45.6,22.2
20.6,-102.2
7.4,-80
26.2,107.6
44,-78
32.2,130.4
-27.2,-65.2
44.2,43.4
0,34.2
21.8,112
64.2,29
33.8,58.8
-12.4,-40.2
63.4,24
44.4,14.2
18.2,-96
0,-77.2
50.6,-105
18,-76.4
37.8,23.6
56.2,-103.2
46.2,27.8
29.6,43.4
39.8,-100.8
-38.6,-72.6
-3.4,37.2
59.4,49
58.2,41
50,17.4
59.2,6
41,26.6
3.6,-69.8
-30.2,-58.8
40.6,-91.8
40,113.2
27.2,52.8
11.4,123
27.2,94
44.8,-95
31.4,119
-30.8,117.4
33.8,-113.2
39.2,-123
42.2,45.8
-23.4,-50
37.6,-118.8
43.8,-85
60.2,117
50,23.6
35.4,-77.4
38.4,-8.2
-31,26.8
45.6,-109.8
45.4,-98
12.6,8.4
34.8,112.4
44.2,-71.4
36.8,137.6
49.2,31.4
-20.2,-44.2
51.2,53.6
18.4,-69.4
46.8,38.6
5.2,-3.4
61.8,25.6
46.8,-113
40,48.8
46.4,-123.2
39.8,-93.8
-28.2,152.2
32.4,117
70.2,25.4
57.2,39.2
56.2,21.2
55.8,-118
41.4,21.4
31.4,118.4
56.6,21.8
39,36.2
-38.2,-63
39.4,32.2
33.8,-109.2
65.2,29.2
57,25.4
33.4,-93.4
25.8,84.6
51.4,-110.4
45.8,-92.8
31.6,-85
-8.6,-48.8
55.2,42.4
27.2,80.4
18.4,-95
-17.4,-53.2
-12.8,-41.2
-2.6,-44.4
46.8,54.6
32.8,75
-7,-39
53.8,-132.2
11.8,125.4
27.4,-108
46.2,-92.4
31.4,130.8
7,-75.2
16.8,82.2
-5.2,120
53.4,35
-5.8,-46
33,44
59.2,38.2
41.4,-97.8
27.4,-81.6
42.2,-1.6
41.8,21.6
61.2,17
46.8,-100.4
52.8,74.6
58.4,-117.2
45.2,-111.8
29.8,74.8
54.2,28.8
34.8,-94.2
-7.8,-79.2
-17.8,-41.8
58.6,81.4
56.6,85.4
-4,-63.2
47,-71.2
32.4,-83.4
38.2,-91.6
25.2,75.6
28,74.6
36,116.4
17.8,-88.2
57.6,34.4
53.2,35.8
-27,31.2
60.8,43
29,-100.8
27.6,118.2
34,135.8
40.6,-85
35.6,103.6
42.6,74.6
27.4,57.4
28.4,116
-19.2,-56.8
-27.4,-55
41.8,47.6
-8.6,115.4
36.6,-95
45,20.6
65.8,-144.2
41.4,33.6
55,50.6
-18.6,-42.2
-7,-36.8
38.4,-109.6
-29,114.8
-29.8,-58.2
-0.2,98.2
62,28.6
45.8,-92.2
28.4,60.8
33.2,106.2
-31,146.6
33.6,-96.2
52.4,-111.8
31,75
45.8,22.4
15.8,-90.8
18.2,-91
46.4,-98.6
46.4,-68
16.4,103
-45.6,-72.2
47.6,-118.6
63.4,8.6
53.2,55.6
36.8,-78.8
-12,-75.4
50,-117.4
36.2,112.8
15,100.2
33,-90.2
37,65
29,121.4
24.6,-107
50.6,26
24.4,81.8
-30.2,151.6
39.6,-96.6
48.2,34.4
49.4,-106.8
32.8,48.4
57,26.6
35.8,-85
-34.8,140
54.6,29.4
40.6,-103
49.2,36.6
53.6,34
47.6,-93
63.4,11
7.6,123.2
-1.6,33.8
53.8,76.6
41,113
55.4,51.6
40.4,26.6
52.8,67
30.6,75.8
34.2,-93.4
50.4,48.8
45.2,23.8
36.4,138.6
15,-88.2
39.6,20.2
28.4,-99.8
45,21.2
41,-84.4
44.2,-74
19.6,-98.2
63.6,24.8
20.4,-97
-13.8,-41.8
49.2,45.4
29.6,73.6
28.4,-105.6
26.8,80.8
42.2,-95
46.4,-122.4
10.6,-75.2
35,70.4
27.6,69
50.4,42.8
35,140.2
51.4,45.2
27.8,111
45.6,131.6
44,-85.2
40.6,68.2
65,25.6
41.6,-94.4
12.2,78
-27.2,-56.4
39.2,141.4
24.4,-101.8
41.2,-94.2
41.6,-85.6
55.2,22.8
29.4,94.4
47.8,-95.4
45,35
-41.2,175.8
-23.4,17
54.4,34.6
-2.6,-79
47.8,-101.4
0.4,101.4
23.4,75.2
69.6,20.4
37.4,-97.2
66,23
-32,148.6
45.2,-87
53.8,-8.8
-26.2,150
-30.8,26.8
27.6,112.2
40.2,-121.2
-32.8,148.6
20.4,-87
58.6,55.2
46.6,-70.4
49.8,-106.2
30.4,78.4
37.6,-104
38,30.2
39.2,-122.2
-20.8,142.2
49.2,-117.8
37.8,106.6
34.2,-101.2
-3.6,-59.2
47.2,32.8
43.2,-98.2
51.2,39.2
21,-102.6
46.4,-119
-28.2,152.8
36.4,137.2
43.4,25
53.6,50.6
36.6,118.8
42.6,-121.8
-11.8,-76.4
-6.8,-43.6
63.2,26
61.2,75
43.4,131.8
43.8,-76.2
59.2,11.8
5.8,6.8
46.8,-70.2
56.4,50
44.8,33.6
7,100.4
63.8,25.4
55.6,24.6
6,101.6
-22.6,-46.6
37.4,49
63.8,24.6
39.4,-105.8
9.8,-85.2
57.6,57.8
33.8,46.4
34.2,-77.8
-34.6,-56.6
34,-87.8
36.6,37.2
14.6,121.8
43,-84.4
33.4,-98
10,-65.2
69.6,18.4
38.2,-110.8
54.8,52
34.4,-83
58,27.2
31,74
-27.4,152.2
53,50
-14.8,-40.8
29.8,-98
49.8,-94
63.2,26.2
44.2,-77
-28,30
-34.6,116
29.4,52.6
48.4,-59
19.4,98.4
30,-97
30.6,119.4
-28.8,17.2
-6.6,-44.2
48.6,45
33.8,68.4
20.2,-102
43.6,-7.6
-42.8,171.4
44,24.2
-35,-56
55,40.4
27.6,80.6
57.4,45.8
53.2,35.2
55.2,70
32,-83.2
58.2,-4.8
49.6,-121.4
39,-107.8
-26.4,26.2
48.8,46.6
32.2,117.8
57.6,91.8
57.8,39.4
32,120.8
16.8,-98
-22.8,147.6
-1.4,120.6
42.8,-4.4
59.2,27.8
53.2,43.4
46.6,-68
8.8,-83
43.8,-81
-29.2,-51.6
54,-113
49.8,44
27.8,34.2
55,14.6
41.8,-99.6
62.4,49.8
-37.8,145.8
20,75.4
14.4,74.4
-31,150.6
38.2,-81.6
61,17.2
33.4,109
47.6,-65
7.6,100
56.2,63.2
13.6,-88.4
37.2,-113.2
49.4,-104.6
53.6,52.2
60.4,15.2
30.6,-95.6
-20.2,-45.8
32.8,-93.6
-26.6,29
29.2,57
37.8,-91
44.4,-68.4
55.8,-159.4
43.8,87.6
40.8,-99
22.4,70
58.8,33.4
47.6,-69
-31.8,149.4
37.8,46
55.2,45.2
40.6,-86.2
46.2,-93
44.8,27.8
34,59.4
67.6,49
-22.8,150.6
35,49
26,92.8
57.2,15.4
21.8,83.8
25.8,-103.4
-33.8,149.2
17,-100.6
15.4,44.2
16,73.4
25.8,115
45.4,-92.4
31.4,-90.4
40.8,72.2
39.8,40.4
52,23.8
43.8,23.4
30.8,111.6
58,42.6
-23.2,-52.4
22.4,92.8
55.4,55
-29.2,-55.2
26.2,68.4
55,82
4.2,-74.2
28.2,113.6
36.2,127
44.2,15.8
3.2,102.8
40.4,-77.8
69.2,33.2
61,26.2
61.2,26.8
63.2,17.6
23.2,72.4
39.2,117.8
36.2,53.2
-41.4,146.6
38.2,46.8
33,48.8
-27.4,26
63.4,34.2
44,20.2
18.8,-95.8
51.6,33.8
66,28.4
50.6,-119.4
-10,-44.4
36.8,136.6
15.4,75.2
54.6,60.4
35,-81
-7,-35.2
63.6,16.2
66.6,27.2
36.2,-91.8
44.8,14
35.2,-93
39.4,-121
52.6,-94.2
-29,-62.4
33,-115.6
53.2,54
45.4,-69.2
66.2,26
37.8,-7.8
54,14.6
-26.6,-48.6
37.4,21.6
9.2,126
54,58.8
35.2,7.8
45.2,20.2
63.6,24.4
57.6,-5.2
30,-83.6
-35.4,147
55.4,-5.8
-26.8,151.8
42.8,74.4
44.4,-116.4
64,24.6
44.2,-108
45,-63.2
45.4,-95.2
-18,25.8
48,-109.2
56.2,50.6
53.6,84.8
-53.8,-68.6
42.6,-85.2
58.6,22.8
-33,151
38.2,-78.8
43.8,-96.8
58,25.8
52.2,32.4
19.8,-71.2
-17.8,-40.8
47.4,11.6
57.8,16
33.8,-87
-28.8,-53
33.8,46
38.4,-103.8
67.6,21.6
-29.6,152.8
33.8,-6
-28.8,-58.8
43.4,-121.8
49,-58.4
-3.2,-42
42.2,-112.4
37.8,69.8
-27,151.8
-35.2,149.8
47.2,-88.2
17,102.4
59,56.8
44.2,-66.4
-3.4,-43.4
48.6,39.8
27,94.6
12.4,-13.4
45.8,126.6
-11.6,-39.4
-16.8,-151.4
28.4,-81.8
44.2,43.2
57.6,16
11,78.2
38.6,38.8
50.4,114.4
23.2,111.4
44.4,44.2
0.8,103.4
35.2,-100
31.6,-91.6
28.4,105.8
-34.6,-61.6
-18,-67.2
47.6,37.4
41.6,45.2
40.2,94.6
47,37.4
-41.6,148
40,65.4
54,-122.6
-41.4,-72.2
47,40.2
10.8,124.6
-1.6,-78.2
51.4,-120.2
52.4,40
51.4,1
-6,-35.6
55.8,66.8
38.8,34.2
50.2,39.6
30.6,-91.8
-5.6,-50
61,38.6
3.2,99
37.6,41.2
49.2,-81
41.8,-80
53.4,158
5.8,-6.6
61,27
-30.6,-64
37.8,15.4
42,27.4
27.8,113.2
24.6,-99
24.6,102.8
30,-109.8
49.2,-122.4
49.8,-119.8
8.6,99.4
58.4,92
35,111.8
44.4,33.6
40.8,29
28.4,-100.4
3.2,99.4
46,16.6
43,-75.8
59,25.4
14.8,-12.6
32,76
46.4,33
36.8,-99.8
54.8,71.8
6.2,5.6
-7.8,13
32.8,119.4
44,15.6
46.2,-124
62,28
-38.4,-58
34.2,119.6
-7,-39.2
-30.4,26.2
-32,-61
18.4,-66.8
61,38.4
-19.2,146.6
36,-84.8
43.8,146.6
52.6,53.6
29.6,-97.6
58.2,125.2
1,102.8
17.8,120.6
49.4,-98.8
40.6,-96.8
3,99.6
36.8,136.8
22.8,-102.4
39.6,21.8
30.8,-87.8
34.6,-79
31,31.4
78.2,15.6
26.8,105.2
49.2,-116.6
48.2,-112.8
52.8,28
-21.4,25.6
16.2,103.2
-34.6,19.8
-31,29.2
34.4,-106
41.2,36.2
53.2,55.4
-28.6,150.8
45.6,-72
68.4,14.8
25.8,109.6
36,-98.4
40.8,-98.2
-22.8,-52.2
56.4,60.8
58.4,58.2
32.2,-96.4
42.6,22.2
23.4,91
62.4,22.2
-10.6,-49.6
55.2,123.2
59.8,5.6
47.6,-116
39.2,-87.6
11.8,7.6
-15.8,-56.2
-7.8,-35.4
51.2,85.6
39.2,-123.6
57.8,-157.2
33,120
10,-65.4
70.4,-157.4
15,-89.6
55.6,-5.2
34.4,-111.8
53.2,-111.2
44.6,-64.8
-18.2,-48.6
-27,-65.8
52.4,41.6
11.6,11.4
17.2,100.2
35.6,129.2
38.4,-76
41.6,-96.8
24.8,-99.8
34,-92.2
40.6,-104
-37,143
19.4,-71.2
38.2,-94.6
53,140.6
21.8,-103
34,117.4
49.6,-92.6
52.4,47.2
47.4,142
54.8,10.2
38.4,-3
42.4,-120.2
38.4,113.2
18.2,-99.8
4.6,97.8
9.2,-75.8
-3.8,104.6
55,85.4
46.8,-56.2
41.6,-3.4
-1.6,-79.4
45.4,-66.2
51,-95.8
36.4,58
40.8,-94.2
59.4,35
50.4,-119.4
14,99.8
43.4,-100.2
39.2,29.8
52.4,23.8
-26.8,19.6
23,110.2
54.8,99.6
-21.2,-42.6
8.6,98.4
-44.6,169.8
34.2,-88.6
55,-8.6
44.6,-84.6
-28,27
48.8,-103.4
-32.4,-60.4
50.2,-117
54.6,22.2
34.2,-89.6
51,73
28.2,68.4
41.2,69
30,78.6
44,-123.4
54.4,32
-19,32.8
44.2,38.6
43.6,-97.2
54.8,51.4
10.2,9.8
45,-79.2
-30.4,148.8
44.6,39.2
22.6,59.4
-24.6,-65.4
29.4,118.2
-7.4,-35.6
24.8,-101
20.4,-98.4
-39.4,176.6
-32,150.8
8.6,-62.2
22.6,109.2
69.2,35
69.6,19.6
38.6,139.8
35.4,-119.4
40.8,32.8
46,-102.6
-35.8,-65
10.2,-66.4
10.4,119.8
40.8,-92.4
46.6,28.2
40.8,72.4
26.6,77.6
60.8,27.2
-1.8,-49.6
41,-75.6
36.6,120.6
-21.8,-52.2
65.6,17.8
37.8,-3.4
40,22.6
53.6,-9.8
11.2,8.8
-17.2,145.6
-37.2,142
34.8,-112
64.4,16.6
16,101.8
44.4,-97
-4.2,-38.4
-27.2,-50.6
32.2,-115.8
-24.4,151.4
-16,-41.6
25.8,74.6
-39.8,175.2
4.6,103.4
43,133.6
12.4,123.4
41.6,41.6
39.2,21.2
15.6,121.2
58.6,15.6
28.6,114.8
-27.8,-50.6
-5.4,-35.4
36.8,14.8
35.2,26.2
52.8,-109
25.8,119
-16.2,-39
58.6,-134.8
50.8,82.2
-2.4,40.8
46.6,29.6
-24,-46.6
35.8,-85.8
36.4,29.8
-21.2,-47.6
28.2,-98.6
63.8,-139.6
0,-78.2
7.2,-61.8
39.2,-1.4
47.4,34.8
12.4,4.2
18.8,105.6
-26.2,-60
-3.8,32.6
59,39
43.6,18.4
48.2,-108.4
36,-104
66.4,25.6
-33.4,26.4
30.2,114.2
41.4,-89.8
31,-82.6
64.2,28.8
42.2,-97
34.4,-112.6
31.8,-7.2
34.6,-102.8
66.2,20.8
40.6,43.6
56.2,-120.6
40.8,35.4
20,74.2
69,20.2
24.8,114.2
23.2,108.2
58.8,22.4
39.8,4
40.8,-97.2
37.6,-8.8
-23.6,-70.6
-37.2,149.8
28.8,77.8
38.8,-5
54.6,48
48.2,67.4
42.4,142.6
40,115.4
66,16.2
-15.2,-49.8
49.6,42.6
45.4,-75.2
-37.8,143.2
62.2,16.2
33.6,-87.6
37.8,28.8
34,49.4
59,14.2
-20.6,148.4
50.4,-113.8
36.6,139
36.8,-86.4
35.8,2.8
8.8,7.8
45.6,-63
32,-96.6
16.6,-93.8
44.4,-76.6
59.4,27.2
36,-93.8
53,45.4
29.6,112.6
33.6,44.6
-17.6,-40
-9.2,-49
44.2,-75.6
36.8,-99
9.6,-64.8
38.2,-8.8
42.6,-91.6
24.6,117.2
-7.8,-37.2
41.2,-94.6
-33.6,-61.2
24.4,-104.8
59.8,-111.6
10,125.6
45.4,15
35.6,116.4
66.2,22.8
63.4,-143.4
38.6,45.8
41.8,123.4
-36.4,174.2
21.2,-101
55,62.4
33.6,-116.6
-38.8,146.4
15.4,76.4
39.4,20
56.4,85.4
-31,-55.6
12.6,37.4
57,39.2
-12.8,-72.8
43.6,18.6
52.6,55.6
30.6,75.2
45.2,-69.2
52.4,75
0.8,99.6
38.6,-82.2
41,-103.2
47.6,-53.2
27.6,68.8
29,-81.6
55,54.6
52,43.6
41.2,75.8
-28,27.8
52.8,48.8
40,119
52,-125
48.6,-97.6
-37.8,143
43.2,142
-25.2,-52.8
50.8,24.6
47.2,-100
35.8,-5.8
39.6,30
-1.8,-79
41.4,-88
16.8,121.2
17.2,76.8
49.2,80.6
-30,151.4
46.4,-98
48.2,-93.6
39.8,-78.6
60.2,20.8
33.2,60
16.4,100.8
-33.2,148.8
50,27.8
29.2,76.2
35.2,-89.6
62.2,15
34.4,-114.2
16.2,-97.2
14.4,49
60,-134.8
22.2,113
50.6,59.6
52,-108
59.8,37.4
43.6,-94.8
27.2,106.2
52,40.8
41.6,12.2
54,23.2
49.2,42
13.4,121.2
35.6,-81.2
33.6,47.6
-44.4,168.8
-27.4,31.6
53.6,34.8
38.4,-121
-26.4,150.6
46.4,-96
47.8,-117.2
43.2,27.2
17.6,79.6
23.8,92.4
-14.6,35.2
67.2,20.6
51.4,50.4
33.2,113.4
42,-92.6
42.8,47.6
40,-122.2
42.4,11
-35.8,-72.6
-22.4,-52
36.2,-88.8
50.6,-101.4
6,125.2
23.6,114.6
28.6,105.6
